2021-11-30 10:00:00,28
2021-11-30 11:00:00,9
2021-11-30 12:00:00,19
2021-11-30 13:00:00,40
2021-11-30 14:00:00,42
2021-11-30 15:00:00,44
2021-11-30 16:00:00,12
2021-12-01 10:00:00,26
2021-12-01 11:00:00,26
2021-12-01 12:00:00,18
2021-12-01 13:00:00,62
2021-12-01 14:00:00,32
2021-12-01 15:00:00,22
2021-12-01 16:00:00,49
2021-12-02 10:00:00,19
2021-12-02 11:00:00,48
2021-12-02 12:00:00,40
2021-12-02 13:00:00,21
2021-12-02 14:00:00,85
2021-12-02 15:00:00,11
2021-12-02 16:00:00,62
2021-12-03 10:00:00,39
2021-12-03 11:00:00,20
2021-12-03 12:00:00,21
2021-12-03 13:00:00,32
2021-12-03 14:00:00,57
2021-12-03 15:00:00,12
2021-12-03 16:00:00,27
2021-12-06 10:00:00,9
2021-12-06 11:00:00,19
2021-12-06 12:00:00,20
2021-12-06 13:00:00,18
2021-12-06 14:00:00,28
2021-12-06 15:00:00,58
2021-12-06 16:00:00,11
