2021-11-30 10:00:00,57
2021-11-30 11:00:00,89
2021-11-30 12:00:00,68
2021-11-30 13:00:00,100
2021-11-30 14:00:00,89
2021-11-30 15:00:00,77
2021-11-30 16:00:00,87
2021-12-01 10:00:00,53
2021-12-01 11:00:00,51
2021-12-01 12:00:00,85
2021-12-01 13:00:00,86
2021-12-01 14:00:00,73
2021-12-01 15:00:00,96
2021-12-01 16:00:00,88
2021-12-02 10:00:00,69
2021-12-02 11:00:00,46
2021-12-02 12:00:00,59
2021-12-02 13:00:00,70
2021-12-02 14:00:00,83
2021-12-02 15:00:00,81
2021-12-02 16:00:00,42
2021-12-03 10:00:00,55
2021-12-03 11:00:00,59
2021-12-03 12:00:00,72
2021-12-03 13:00:00,69
2021-12-03 14:00:00,57
2021-12-03 15:00:00,58
2021-12-03 16:00:00,37
2021-12-06 10:00:00,54
2021-12-06 11:00:00,77
2021-12-06 12:00:00,57
2021-12-06 13:00:00,68
2021-12-06 14:00:00,70
2021-12-06 15:00:00,94
2021-12-06 16:00:00,79
